gender,age,Salary,Rent,Groceries,Utilities,Transportation,Healthcare,Entertainment,Savings,Others,Investment_Recommendation
Male,26,226640,33487,32482,13768,12959,32481,44094,7278,50091,Consider increasing investment in Mutual Funds or Equity Market.
Female,26,565617,104090,77971,56431,32901,79039,86454,21538,107193,Consider increasing investment in Mutual Funds or Equity Market.
Female,27,279402,46637,40733,17154,16368,28318,55218,9588,65386,Evaluate risk tolerance and consider shifting some funds to Equity Market or Mutual Funds for higher returns.
Male,22,602353,108223,69871,37801,50721,76584,90746,26669,141738,Diversify into more Fixed Deposits or Government Bonds.
Male,21,112199,17177,13402,10016,7607,11714,19230,4786,28267,Consider increasing investment in Mutual Funds or Equity Market.
Male,26,616617,91606,66477,55602,39790,62667,100911,37105,162459,Consider increasing investment in Mutual Funds or Equity Market.
Male,29,470397,86162,69398,32087,44381,63920,84055,10373,80021,Consider increasing investment in Mutual Funds or Equity Market.
Male,31,411427,70113,60578,37426,22146,21498,71190,24578,103898,Consider increasing investment in Mutual Funds or Equity Market.
Male,26,185383,31930,27802,15084,17447,24323,32800,3925,32072,Consider increasing investment in Mutual Funds or Equity Market.
Female,32,883760,99939,124411,60510,70817,69968,171959,54827,231329,Consider increasing investment in Mutual Funds or Equity Market.
Male,30,71908,14063,10530,5623,5759,10515,12126,2168,11124,Evaluate risk tolerance and consider shifting some funds to Equity Market or Mutual Funds for higher returns.
Female,24,150557,21676,17651,14525,11816,14530,22991,5473,41895,Focus on balancing investments between Gold and Fixed Deposits for stability.
Female,24,418234,64439,62623,30519,33986,56532,81940,12049,76146,Diversify into more Fixed Deposits or Government Bonds.
Female,24,478916,55726,71150,36577,45156,38242,73961,29698,128406,Diversify into more Fixed Deposits or Government Bonds.
Male,27,514688,72909,62807,51045,36256,55261,96177,17181,123052,Consider increasing investment in Mutual Funds or Equity Market.
Male,35,628401,79788,86054,56781,37723,50821,94534,30840,191860,Consider increasing investment in Mutual Funds or Equity Market.
Male,27,143575,27295,17239,12628,7591,15619,28385,6909,27909,Consider increasing investment in Mutual Funds or Equity Market.
Male,26,586710,92607,59091,53974,50889,30784,110204,32526,156635,Consider increasing investment in Mutual Funds or Equity Market.
Male,27,373077,40911,47313,28893,35346,35186,66392,18462,100574,Consider increasing investment in Mutual Funds or Equity Market.
Male,27,197509,30009,28176,19224,18911,13756,38198,6488,42747,Consider increasing investment in Mutual Funds or Equity Market.
Female,28,798587,80882,101146,43694,59866,99007,153559,34450,225983,Consider increasing investment in Mutual Funds or Equity Market.
Male,25,893102,164224,91861,72146,60265,93664,142537,33047,235358,Consider increasing investment in Mutual Funds or Equity Market.
Male,30,895515,164451,125264,83029,66196,104071,154843,24690,172971,Evaluate risk tolerance and consider shifting some funds to Equity Market or Mutual Funds for higher returns.
Female,31,557238,56069,81351,47285,49645,31992,108185,20952,161759,Consider increasing investment in Mutual Funds or Equity Market.
Male,27,716991,132144,99114,62336,60485,50369,131130,20111,161302,Consider increasing investment in Mutual Funds or Equity Market.
Male,25,283240,52672,31162,20388,26993,36692,43026,10763,61544,Focus on balancing investments between Gold and Fixed Deposits for stability.
Female,21,407448,62142,57762,32534,21715,37474,74567,24106,97148,Diversify into more Fixed Deposits or Government Bonds.
Female,26,607613,84099,90674,47055,44470,55623,108743,25278,151671,Consider increasing investment in Mutual Funds or Equity Market.
Male,35,746748,103311,111197,55801,66468,75145,120672,41725,172429,Consider increasing investment in Mutual Funds or Equity Market.
Male,22,307775,57902,32962,29008,18421,32889,60493,11906,64194,Diversify into more Fixed Deposits or Government Bonds.
Female,28,376834,45658,42676,31627,32917,41141,61828,14358,106629,Consider increasing investment in Mutual Funds or Equity Market.
Male,30,527130,87221,58757,30647,29813,65303,97833,30369,127187,Consider increasing investment in Mutual Funds or Equity Market.
Male,26,391646,49414,50707,37591,23959,37362,77660,22472,92481,Consider increasing investment in Mutual Funds or Equity Market.
Female,35,801329,121128,98109,77922,64085,59855,140927,37632,201671,Consider increasing investment in Mutual Funds or Equity Market.
Male,30,65596,10182,7890,3760,6127,4017,10297,2680,20643,Evaluate risk tolerance and consider shifting some funds to Equity Market or Mutual Funds for higher returns.
Male,31,149744,15565,21396,14164,8405,14399,25405,5677,44733,Consider increasing investment in Mutual Funds or Equity Market.
Male,29,547368,102051,78385,47643,31927,41799,87368,28989,129206,Consider increasing investment in Mutual Funds or Equity Market.
Male,35,344219,50518,37011,17385,22004,50742,52178,21863,92518,Consider increasing investment in Mutual Funds or Equity Market.
Male,30,826199,87407,110371,55756,60127,59580,137914,41211,273833,Evaluate risk tolerance and consider shifting some funds to Equity Market or Mutual Funds for higher returns.
Female,26,847436,144818,121660,59715,76957,43351,160492,36690,203753,Consider increasing investment in Mutual Funds or Equity Market.
Male,26,147047,26964,16352,10122,12482,19828,25574,6596,29129,Consider increasing investment in Mutual Funds or Equity Market.
Male,29,742892,115023,111113,70750,51469,108127,139862,22356,124192,Consider increasing investment in Mutual Funds or Equity Market.
Male,35,474443,94464,63931,28339,26427,36158,88614,21165,115345,Consider increasing investment in Mutual Funds or Equity Market.
Female,25,915261,127876,126234,46852,82995,114249,145536,37715,233804,Consider increasing investment in Mutual Funds or Equity Market.
Male,29,847496,87936,85249,84591,63062,73904,135437,57345,259972,Consider increasing investment in Mutual Funds or Equity Market.
Female,26,510772,87125,51117,45235,28386,73992,85113,20287,119517,Consider increasing investment in Mutual Funds or Equity Market.
Female,24,107708,10824,15210,7045,8382,15366,16998,6327,27556,Diversify into more Fixed Deposits or Government Bonds.
Female,35,747309,112114,109274,68093,53918,43995,113225,46235,200455,Consider increasing investment in Mutual Funds or Equity Market.
Male,26,794373,117113,105798,74737,51819,110876,120250,27362,186418,Consider increasing investment in Mutual Funds or Equity Market.
Male,25,582671,105566,83124,56660,37961,74596,116101,16593,92070,Consider increasing investment in Mutual Funds or Equity Market.
Female,25,646301,80955,65889,56863,36802,57323,106939,34221,207309,Consider increasing investment in Mutual Funds or Equity Market.
Male,25,883399,168376,107154,84486,79744,69645,146560,31155,196279,Focus on balancing investments between Gold and Fixed Deposits for stability.
Male,21,352786,56645,47169,34789,33982,39225,53734,13482,73760,Consider increasing investment in Mutual Funds or Equity Market.
Female,24,199758,28039,25417,10389,19933,11126,32687,7737,64430,Diversify into more Fixed Deposits or Government Bonds.
Female,32,263724,40814,31012,18135,23592,37027,41744,9132,62268,Consider increasing investment in Mutual Funds or Equity Market.
Male,27,764185,112544,80732,52979,49752,108665,122214,40844,196455,Consider increasing investment in Mutual Funds or Equity Market.
Female,24,260688,31697,34224,20620,19014,34330,42006,11641,67156,Focus on balancing investments between Gold and Fixed Deposits for stability.
Male,30,663268,131487,72404,51252,42884,41375,127732,30944,165190,Consider increasing investment in Mutual Funds or Equity Market.
Female,21,681161,107544,86689,40341,53425,40283,125424,23916,203539,Diversify into more Fixed Deposits or Government Bonds.
Male,31,488580,58100,56045,31243,44268,38488,75094,19794,165548,Consider increasing investment in Mutual Funds or Equity Market.
Female,24,449456,51661,53804,26896,27754,30742,74132,27760,156707,Diversify into more Fixed Deposits or Government Bonds.
Female,21,201778,39777,28168,11829,18189,24417,39405,5738,34255,Diversify into more Fixed Deposits or Government Bonds.
Female,28,699141,130537,94317,44504,48582,93579,133106,19245,135271,Consider increasing investment in Mutual Funds or Equity Market.
Male,29,920894,169101,135637,86461,63601,95880,177086,33148,159980,Consider increasing investment in Mutual Funds or Equity Market.
Female,31,142293,24319,16259,11460,7502,11343,22787,6744,41879,Consider increasing investment in Mutual Funds or Equity Market.
Male,29,870275,151274,98365,51299,80154,123152,149958,26890,189183,Consider increasing investment in Mutual Funds or Equity Market.
Male,30,934416,117023,112886,84212,72954,100668,185863,28107,232703,Evaluate risk tolerance and consider shifting some funds to Equity Market or Mutual Funds for higher returns.
Male,29,639121,94271,79232,49659,37323,42752,109144,36419,190321,Consider increasing investment in Mutual Funds or Equity Market.
Male,26,603929,78680,75416,59993,31115,58332,104900,33074,162419,Consider increasing investment in Mutual Funds or Equity Market.
Male,29,310121,39274,43416,21724,16982,35046,46927,18327,88425,Consider increasing investment in Mutual Funds or Equity Market.
Male,26,869010,87956,112827,81291,73797,97707,149113,35585,230734,Consider increasing investment in Mutual Funds or Equity Market.
Female,21,364304,49920,43262,27867,20826,50343,66046,14575,91465,Diversify into more Fixed Deposits or Government Bonds.
Male,27,117329,23257,16852,9426,8047,10197,17991,4237,27322,Consider increasing investment in Mutual Funds or Equity Market.
Female,24,187500,23357,24455,16127,12116,19615,35504,9248,47078,Focus on balancing investments between Gold and Fixed Deposits for stability.
Male,25,678182,118252,75213,55443,43193,49558,110915,30830,194778,Consider increasing investment in Mutual Funds or Equity Market.
Male,29,108764,15999,12123,7341,10314,6902,17488,4094,34503,Consider increasing investment in Mutual Funds or Equity Market.
Male,27,171715,29344,21717,12658,8881,25093,33004,7467,33551,Consider increasing investment in Mutual Funds or Equity Market.
Male,29,744390,139589,103359,42409,73378,106725,137566,18264,123100,Consider increasing investment in Mutual Funds or Equity Market.
Male,31,343684,34407,42718,27405,34265,21752,53079,18550,111508,Consider increasing investment in Mutual Funds or Equity Market.
Male,27,247678,43367,28979,20587,23399,32029,38410,8808,52099,Consider increasing investment in Mutual Funds or Equity Market.
Female,21,377042,39137,40883,33382,22134,39922,68150,15433,118001,Diversify into more Fixed Deposits or Government Bonds.
Female,26,640755,122693,65950,61488,35684,89761,107900,28150,129129,Consider increasing investment in Mutual Funds or Equity Market.
Male,30,88070,12279,12035,8157,6717,7945,14948,2746,23243,Consider increasing investment in Mutual Funds or Equity Market.
Male,26,908300,92176,124599,64280,52277,124577,165209,42050,243132,Consider increasing investment in Mutual Funds or Equity Market.
Male,25,76419,10370,8959,5240,7208,6714,11537,3022,23369,Focus on balancing investments between Gold and Fixed Deposits for stability.
Female,27,605550,81520,65592,55195,60517,50513,105523,19558,167132,Evaluate risk tolerance and consider shifting some funds to Equity Market or Mutual Funds for higher returns.
Female,24,574077,68571,63983,39826,52425,51622,107393,29082,161175,Diversify into more Fixed Deposits or Government Bonds.
Male,27,567827,94466,62382,29493,35395,34140,105124,32456,174371,Evaluate risk tolerance and consider shifting some funds to Equity Market or Mutual Funds for higher returns.
Male,27,830108,148896,99721,52317,77243,88451,144144,41484,177852,Consider increasing investment in Mutual Funds or Equity Market.
Male,31,73304,9880,8829,4609,4152,7850,14373,3893,19718,Consider increasing investment in Mutual Funds or Equity Market.
Female,31,526257,87562,75213,44735,36205,68588,82201,24657,107096,Consider increasing investment in Mutual Funds or Equity Market.
Female,34,640419,96648,81520,61566,53881,37027,104161,35176,170440,Evaluate risk tolerance and consider shifting some funds to Equity Market or Mutual Funds for higher returns.
